age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,cons.price.idx,cons.conf.idx,subscribed
31,10,1,6,0,1,1,2,5,1,78.0,1,93.994,-36.4,0
56,6,2,1,0,1,0,2,5,1,102.0,2,93.994,-36.4,0
37,2,2,2,0,1,1,2,5,1,143.0,1,93.994,-36.4,0
35,2,2,5,0,1,0,2,5,1,267.0,1,93.994,-36.4,0
37,2,2,2,0,1,0,2,5,1,345.0,1,93.994,-36.4,0
52,5,2,7,0,0,0,2,5,1,185.0,1,93.994,-36.4,0
39,5,1,7,0,0,0,2,5,1,207.0,1,93.994,-36.4,0
34,8,2,4,0,1,0,2,5,1,125.0,2,93.994,-36.4,0
43,11,3,7,0,1,0,2,5,1,240.0,1,93.994,-36.4,0
56,5,2,5,0,1,0,2,5,1,70.0,1,93.994,-36.4,0
39,5,2,7,0,1,0,2,5,1,193.0,1,93.994,-36.4,0
53,2,2,1,0,1,0,2,5,1,136.0,1,93.994,-36.4,0
35,1,3,4,0,1,0,2,5,1,338.0,1,93.994,-36.4,0
51,2,2,1,0,1,0,2,5,1,87.0,1,93.994,-36.4,0
40,2,2,5,0,1,1,2,5,1,155.0,1,93.994,-36.4,0
36,2,2,3,0,1,1,2,5,1,98.0,1,93.994,-36.4,0
43,10,3,6,0,1,0,2,5,1,186.0,2,93.994,-36.4,0
59,8,2,4,0,0,0,2,5,1,579.0,2,93.994,-36.4,0
24,5,3,7,0,1,0,2,5,1,165.0,2,93.994,-36.4,0
37,3,2,2,0,0,0,2,5,1,85.0,1,93.994,-36.4,0
38,8,2,4,0,1,1,2,5,1,506.0,1,93.994,-36.4,0
40,2,2,5,0,0,0,2,5,1,114.0,2,93.994,-36.4,0
54,5,1,7,0,1,0,2,5,1,843.0,2,93.994,-36.4,0
45,10,2,7,0,1,1,2,5,1,292.0,1,93.994,-36.4,0
43,8,2,4,0,0,0,2,5,1,93.0,3,93.994,-36.4,0
46,5,2,3,0,0,0,2,5,1,128.0,2,93.994,-36.4,0
44,8,2,4,0,1,1,2,5,1,107.0,1,93.994,-36.4,0
51,1,3,2,0,0,0,2,5,1,303.0,2,93.994,-36.4,0
28,8,2,4,0,1,0,2,5,1,81.0,1,93.994,-36.4,0
37,2,2,3,0,0,0,2,5,1,270.0,1,93.994,-36.4,0
34,10,2,4,0,0,0,2,5,1,228.0,1,93.994,-36.4,0
42,2,2,3,0,1,1,2,5,1,673.0,2,93.994,-36.4,1
36,1,2,7,0,1,0,2,5,1,233.0,3,93.994,-36.4,0
57,5,2,7,0,0,0,2,5,1,461.0,1,93.994,-36.4,0
34,1,2,7,0,1,0,2,5,1,138.0,1,93.994,-36.4,0
41,10,2,6,0,0,0,2,5,1,412.0,1,93.994,-36.4,0
38,2,3,3,0,1,0,2,5,1,179.0,2,93.994,-36.4,0
42,10,2,7,0,0,0,2,5,1,228.0,2,93.994,-36.4,0
48,2,2,1,0,1,0,2,5,1,717.0,1,93.994,-36.4,0
43,2,2,2,0,1,0,2,5,1,1077.0,1,93.994,-36.4,0
33,8,2,4,0,0,0,2,5,1,146.0,2,93.994,-36.4,0
32,8,3,2,0,0,0,2,5,1,167.0,1,93.994,-36.4,0
39,2,2,4,0,1,0,2,5,1,356.0,2,93.994,-36.4,0
43,1,2,5,0,0,0,2,5,1,277.0,1,93.994,-36.4,0
44,2,2,3,0,1,0,2,5,1,172.0,1,93.994,-36.4,0
35,11,2,6,0,0,0,2,5,1,67.0,1,93.994,-36.4,0
36,8,3,1,0,0,0,2,5,1,291.0,1,93.994,-36.4,0
36,9,3,3,0,1,0,2,5,1,256.0,1,93.994,-36.4,0
55,4,1,7,0,0,0,2,5,1,286.0,1,93.994,-36.4,0
59,1,2,7,0,0,0,2,5,1,477.0,1,93.994,-36.4,0
30,2,3,5,0,1,0,2,5,1,251.0,1,93.994,-36.4,0
30,2,3,5,0,1,1,2,5,1,408.0,1,93.994,-36.4,0
40,8,2,4,0,0,0,2,5,1,322.0,3,93.994,-36.4,0
35,1,2,4,0,1,0,2,5,1,216.0,2,93.994,-36.4,0
40,10,2,3,0,0,0,2,5,1,168.0,1,93.994,-36.4,0
58,6,2,7,0,0,0,2,5,1,132.0,1,93.994,-36.4,0
42,10,2,7,0,0,0,2,5,1,64.0,2,93.994,-36.4,0
35,1,3,7,0,0,0,2,5,1,209.0,2,93.994,-36.4,0
45,2,2,1,0,1,1,2,5,1,177.0,1,93.994,-36.4,0
39,1,2,6,0,1,0,2,5,1,580.0,2,93.994,-36.4,0
50,8,1,6,0,1,0,2,5,1,165.0,1,93.994,-36.4,0
44,1,2,6,0,1,0,2,5,1,300.0,1,93.994,-36.4,0
56,2,2,1,0,0,0,2,5,1,136.0,1,93.994,-36.4,0
48,1,2,4,0,0,0,2,5,1,125.0,2,93.994,-36.4,0
57,6,2,4,0,0,0,2,5,1,238.0,2,93.994,-36.4,0
36,10,3,6,0,0,0,2,5,1,124.0,1,93.994,-36.4,0
34,8,3,3,0,0,0,2,5,1,730.0,2,93.994,-36.4,0
33,8,1,5,0,0,0,2,5,1,181.0,2,93.994,-36.4,0
32,10,3,6,0,0,0,2,5,1,79.0,1,93.994,-36.4,0
36,10,3,4,0,1,0,2,5,1,142.0,2,93.994,-36.4,0
36,2,3,4,0,0,1,2,5,1,389.0,1,93.994,-36.4,0
33,8,3,4,0,0,0,2,5,1,702.0,1,93.994,-36.4,0
40,10,1,6,0,0,0,2,5,1,151.0,1,93.994,-36.4,0
41,2,2,1,0,1,0,2,5,1,211.0,1,93.994,-36.4,0
51,8,2,2,0,1,0,2,5,1,117.0,1,93.994,-36.4,0
36,10,2,6,0,1,0,2,5,1,232.0,3,93.994,-36.4,0
28,8,2,5,0,0,0,2,5,1,408.0,2,93.994,-36.4,0
53,8,2,4,0,1,1,2,5,1,370.0,3,93.994,-36.4,0
45,5,2,3,0,0,1,2,5,1,46.0,1,93.994,-36.4,0
43,10,2,5,0,1,0,2,5,1,200.0,1,93.994,-36.4,0
33,1,2,4,0,0,1,2,5,1,50.0,1,93.994,-36.4,0
33,1,2,4,0,0,1,2,5,1,181.0,1,93.994,-36.4,0
42,10,2,4,0,0,0,2,5,1,361.0,1,93.994,-36.4,0
43,1,1,3,0,0,0,2,5,1,73.0,3,93.994,-36.4,0
42,1,2,7,0,0,0,2,5,1,67.0,2,93.994,-36.4,0
27,2,3,2,0,0,0,2,5,1,350.0,1,93.994,-36.4,0
34,7,3,7,0,1,0,2,5,1,150.0,2,93.994,-36.4,0
54,5,1,7,0,0,0,2,5,1,611.0,2,93.994,-36.4,0
47,5,1,7,0,0,0,2,5,1,89.0,2,93.994,-36.4,0
32,1,3,4,0,0,0,2,5,1,611.0,2,93.994,-36.4,0
34,8,2,4,0,0,0,2,5,1,962.0,1,93.994,-36.4,0
51,6,2,6,0,0,0,2,5,1,118.0,3,93.994,-36.4,0
47,2,2,2,0,0,0,2,5,1,92.0,2,93.994,-36.4,0
56,10,2,1,0,1,0,2,5,1,143.0,3,93.994,-36.4,0
53,1,2,3,0,0,0,2,5,1,189.0,3,93.994,-36.4,0
36,2,2,3,0,1,0,2,5,1,75.0,2,93.994,-36.4,0
42,2,1,3,0,1,0,2,5,1,189.0,2,93.994,-36.4,0
44,2,1,2,0,0,0,2,5,1,55.0,2,93.994,-36.4,0
39,4,2,3,0,1,0,2,5,1,935.0,3,93.994,-36.4,1
37,1,3,4,0,1,1,2,5,1,56.0,2,93.994,-36.4,0
36,8,2,4,0,0,0,2,5,1,225.0,2,93.994,-36.4,0
42,5,1,7,0,1,0,2,5,1,125.0,2,93.994,-36.4,0
31,1,2,4,0,1,1,2,5,1,286.0,2,93.994,-36.4,0
45,2,2,1,0,1,0,2,5,1,164.0,2,93.994,-36.4,0
37,10,3,6,0,1,0,2,5,1,98.0,2,93.994,-36.4,0
47,7,2,6,0,0,0,2,5,1,446.0,2,93.994,-36.4,0
49,2,1,4,0,0,1,2,5,1,742.0,2,93.994,-36.4,0
36,1,2,7,0,1,0,2,5,1,120.0,2,93.994,-36.4,0
35,8,1,4,0,0,0,2,5,1,122.0,3,93.994,-36.4,0
43,11,2,5,0,1,0,2,5,1,267.0,2,93.994,-36.4,0
42,1,2,4,0,1,0,2,5,1,248.0,2,93.994,-36.4,0
57,4,1,1,0,1,1,2,5,1,205.0,2,93.994,-36.4,0
42,1,2,7,0,1,0,2,5,1,261.0,3,93.994,-36.4,0
41,2,2,1,0,1,0,2,5,1,83.0,2,93.994,-36.4,0
54,5,1,7,0,1,0,2,5,1,106.0,3,93.994,-36.4,0
27,1,3,7,0,0,0,2,5,1,106.0,2,93.994,-36.4,0
36,1,2,4,0,0,0,2,5,1,108.0,2,93.994,-36.4,0
33,1,1,4,0,0,0,2,5,1,364.0,2,93.994,-36.4,0
56,6,2,2,0,0,0,2,5,1,136.0,2,93.994,-36.4,0
42,2,2,3,0,0,0,2,5,1,173.0,2,93.994,-36.4,0
43,8,2,4,0,1,0,2,5,1,241.0,2,93.994,-36.4,0
54,5,3,3,0,1,0,2,5,1,224.0,3,93.994,-36.4,0
53,1,3,2,0,1,1,2,5,1,148.0,2,93.994,-36.4,0
42,10,3,5,0,0,0,2,5,1,230.0,2,93.994,-36.4,0
54,10,2,6,0,1,1,2,5,1,196.0,2,93.994,-36.4,0
40,4,3,6,0,0,0,2,5,1,111.0,4,93.994,-36.4,0
26,1,3,7,0,1,0,2,5,1,231.0,3,93.994,-36.4,0
33,1,2,4,0,0,0,2,5,1,316.0,3,93.994,-36.4,0
36,1,2,4,0,0,0,2,5,1,669.0,3,93.994,-36.4,0
29,8,3,4,0,1,0,2,5,1,425.0,2,93.994,-36.4,0
36,2,2,3,0,1,0,2,5,1,121.0,2,93.994,-36.4,0
35,5,2,4,0,1,0,2,5,1,174.0,5,93.994,-36.4,0
50,7,3,7,0,0,1,2,5,1,88.0,5,93.994,-36.4,0
49,3,2,4,0,1,0,2,5,1,135.0,4,93.994,-36.4,0
36,2,3,4,0,1,1,2,5,1,402.0,3,93.994,-36.4,0
32,8,3,4,0,1,0,2,5,1,158.0,3,93.994,-36.4,0
49,1,2,3,0,0,0,2,5,1,220.0,3,93.994,-36.4,0
58,2,1,1,0,1,0,2,5,1,254.0,2,93.994,-36.4,0
52,10,2,4,0,1,0,2,5,1,503.0,2,93.994,-36.4,0
50,8,1,6,0,0,0,2,5,1,680.0,2,93.994,-36.4,0
33,3,2,7,0,1,0,2,5,1,130.0,3,93.994,-36.4,0
57,2,2,1,0,0,0,2,5,1,164.0,2,93.994,-36.4,0
55,10,2,6,0,0,0,2,5,1,113.0,2,93.994,-36.4,0
38,5,2,7,0,0,0,2,5,1,195.0,2,93.994,-36.4,0
38,8,2,4,0,1,0,2,5,1,347.0,3,93.994,-36.4,0
53,1,2,7,0,1,0,2,5,1,208.0,2,93.994,-36.4,0
43,11,3,7,0,0,0,2,5,1,404.0,4,93.994,-36.4,0
36,2,3,4,0,0,0,2,5,1,396.0,2,93.994,-36.4,0
32,2,2,3,0,0,0,2,5,1,98.0,2,93.994,-36.4,0
33,8,2,1,0,0,0,2,5,1,229.0,3,93.994,-36.4,0
58,3,2,1,0,1,0,2,5,1,350.0,2,93.994,-36.4,0
57,5,2,7,0,1,0,2,5,2,379.0,2,93.994,-36.4,0
45,10,2,4,0,1,0,2,5,2,168.0,3,93.994,-36.4,0
46,1,2,7,0,1,0,2,5,2,158.0,1,93.994,-36.4,0
36,10,2,7,0,0,0,2,5,2,210.0,1,93.994,-36.4,0
41,7,2,4,0,1,0,2,5,2,102.0,1,93.994,-36.4,0
57,1,1,3,0,0,0,2,5,2,306.0,1,93.994,-36.4,0
56,5,1,4,0,0,0,2,5,2,218.0,1,93.994,-36.4,0
37,2,2,3,0,0,0,2,5,2,77.0,1,93.994,-36.4,0
37,2,2,3,0,0,1,2,5,2,54.0,1,93.994,-36.4,0
46,1,3,4,0,1,0,2,5,2,344.0,1,93.994,-36.4,0
22,2,3,3,0,1,0,2,5,2,195.0,1,93.994,-36.4,0
43,8,2,4,0,0,0,2,5,2,202.0,1,93.994,-36.4,0
49,2,2,5,0,0,0,2,5,2,286.0,1,93.994,-36.4,0
41,10,2,2,0,1,0,2,5,2,278.0,1,93.994,-36.4,0
38,1,3,7,0,0,0,2,5,2,189.0,1,93.994,-36.4,0
33,1,2,3,0,0,0,2,5,2,83.0,1,93.994,-36.4,0
30,2,3,5,0,0,0,2,5,2,184.0,2,93.994,-36.4,0
33,1,2,3,0,1,0,2,5,2,235.0,1,93.994,-36.4,0
34,5,3,7,0,0,0,2,5,2,290.0,1,93.994,-36.4,0
41,7,2,7,0,0,0,2,5,2,402.0,1,93.994,-36.4,0
44,8,2,4,0,1,0,2,5,2,1030.0,1,93.994,-36.4,1
35,1,2,7,0,0,0,2,5,2,144.0,1,93.994,-36.4,0
42,1,2,4,0,0,0,2,5,2,69.0,1,93.994,-36.4,0
45,1,2,3,0,0,0,2,5,2,243.0,1,93.994,-36.4,0
36,10,2,6,0,0,0,2,5,2,769.0,2,93.994,-36.4,0
29,2,1,1,0,0,0,2,5,2,231.0,1,93.994,-36.4,0
41,7,2,7,0,1,1,2,5,2,442.0,2,93.994,-36.4,0
52,8,3,4,0,0,0,2,5,2,455.0,1,93.994,-36.4,0
42,3,2,7,0,1,0,2,5,2,154.0,1,93.994,-36.4,0
52,8,1,2,0,0,0,2,5,2,393.0,1,93.994,-36.4,0
39,1,2,4,0,1,0,2,5,2,203.0,2,93.994,-36.4,0
36,8,2,4,0,0,1,2,5,2,140.0,2,93.994,-36.4,0
41,1,2,4,0,0,0,2,5,2,483.0,1,93.994,-36.4,0
55,10,2,1,0,0,1,2,5,2,259.0,1,93.994,-36.4,0
30,2,2,3,0,0,0,2,5,2,227.0,1,93.994,-36.4,0
57,6,3,1,0,0,0,2,5,2,673.0,1,93.994,-36.4,0
27,8,2,4,0,1,0,2,5,2,245.0,1,93.994,-36.4,0
34,10,3,7,0,1,0,2,5,2,186.0,1,93.994,-36.4,0
43,3,2,1,0,0,0,2,5,2,623.0,1,93.994,-36.4,0
49,2,2,3,0,0,0,2,5,2,102.0,2,93.994,-36.4,0
58,5,2,2,0,0,0,2,5,2,342.0,1,93.994,-36.4,0
43,10,2,6,0,1,0,2,5,2,225.0,1,93.994,-36.4,0
43,7,1,7,0,0,0,2,5,2,87.0,1,93.994,-36.4,0
30,7,3,7,0,1,0,2,5,2,262.0,1,93.994,-36.4,0
27,8,3,6,0,1,1,2,5,2,271.0,1,93.994,-36.4,0
37,10,2,6,0,1,0,2,5,2,198.0,2,93.994,-36.4,0
46,4,2,3,0,1,0,2,5,2,150.0,1,93.994,-36.4,0
35,2,2,6,0,0,0,2,5,2,241.0,1,93.994,-36.4,0
47,1,1,7,0,0,0,2,5,2,196.0,1,93.994,-36.4,0
46,5,2,5,0,1,0,2,5,2,149.0,1,93.994,-36.4,0
26,4,2,7,0,0,0,2,5,2,246.0,1,93.994,-36.4,0
45,5,2,7,0,1,0,2,5,2,140.0,1,93.994,-36.4,0
34,1,2,3,0,0,0,2,5,2,175.0,1,93.994,-36.4,0
42,10,2,6,0,0,0,2,5,2,1623.0,1,93.994,-36.4,1
38,2,2,1,0,0,1,2,5,2,144.0,1,93.994,-36.4,0
60,5,2,7,0,0,0,2,5,2,451.0,2,93.994,-36.4,0
48,1,2,7,0,1,0,2,5,2,159.0,1,93.994,-36.4,0
47,10,2,6,0,1,0,2,5,2,170.0,1,93.994,-36.4,0
40,1,2,4,0,0,0,2,5,2,243.0,1,93.994,-36.4,0
48,11,3,1,0,1,0,2,5,2,112.0,1,93.994,-36.4,0
54,4,2,1,0,0,0,2,5,2,262.0,2,93.994,-36.4,0
40,2,2,2,0,0,1,2,5,2,53.0,1,93.994,-36.4,0
42,10,1,4,0,0,0,2,5,2,204.0,4,93.994,-36.4,0
52,7,2,7,0,1,0,2,5,2,678.0,1,93.994,-36.4,0
31,2,3,3,0,1,0,2,5,2,182.0,1,93.994,-36.4,0
32,8,2,4,0,0,0,2,5,2,162.0,1,93.994,-36.4,0
44,1,2,4,0,1,1,2,5,2,177.0,1,93.994,-36.4,0
52,1,2,1,0,1,0,2,5,2,358.0,1,93.994,-36.4,0
42,5,2,7,0,0,0,2,5,2,1677.0,1,93.994,-36.4,1
43,5,2,6,0,1,0,2,5,2,310.0,1,93.994,-36.4,0
31,1,1,4,0,0,0,2,5,2,47.0,1,93.994,-36.4,0
57,6,2,7,0,0,0,2,5,2,116.0,1,93.994,-36.4,0
38,8,2,4,0,1,0,2,5,2,169.0,1,93.994,-36.4,0
42,6,2,1,0,0,0,2,5,2,145.0,1,93.994,-36.4,0
35,10,2,6,0,1,0,2,5,2,278.0,1,93.994,-36.4,0
56,10,2,5,0,1,0,2,5,2,174.0,2,93.994,-36.4,0
34,10,2,7,0,1,0,2,5,2,226.0,2,93.994,-36.4,0
41,8,2,3,0,0,0,2,5,2,157.0,2,93.994,-36.4,0
38,10,2,6,0,1,0,2,5,2,349.0,1,93.994,-36.4,0
53,1,2,6,0,1,0,2,5,2,233.0,2,93.994,-36.4,0
33,1,2,3,0,0,0,2,5,2,198.0,1,93.994,-36.4,0
45,3,2,7,0,0,0,2,5,2,82.0,1,93.994,-36.4,0
40,10,3,7,0,0,0,2,5,2,198.0,3,93.994,-36.4,0
33,10,2,7,0,1,0,2,5,2,120.0,1,93.994,-36.4,0
48,2,2,1,0,0,0,2,5,2,128.0,1,93.994,-36.4,0
43,3,2,4,0,0,0,2,5,2,166.0,2,93.994,-36.4,0
37,5,2,7,0,1,0,2,5,2,211.0,1,93.994,-36.4,0
50,8,2,3,0,1,1,2,5,2,369.0,1,93.994,-36.4,0
59,3,2,4,0,1,0,2,5,2,91.0,1,93.994,-36.4,0
52,2,2,1,0,0,0,2,5,2,371.0,2,93.994,-36.4,0
42,1,2,5,0,0,0,2,5,2,221.0,1,93.994,-36.4,0
38,2,2,3,0,0,0,2,5,2,310.0,1,93.994,-36.4,0
39,2,2,2,0,1,0,2,5,2,158.0,1,93.994,-36.4,0
39,2,2,2,0,0,0,2,5,2,198.0,1,93.994,-36.4,0
38,1,2,4,0,0,0,2,5,2,145.0,1,93.994,-36.4,0
30,8,3,4,0,0,0,2,5,2,102.0,1,93.994,-36.4,0
38,1,1,4,0,1,1,2,5,2,179.0,2,93.994,-36.4,0
39,10,1,7,0,0,0,2,5,2,73.0,1,93.994,-36.4,0
44,1,2,4,0,0,0,2,5,2,263.0,2,93.994,-36.4,0
36,1,2,4,0,0,0,2,5,2,342.0,2,93.994,-36.4,0
35,2,2,3,0,0,0,2,5,2,79.0,2,93.994,-36.4,0
41,10,2,4,0,0,0,2,5,2,358.0,1,93.994,-36.4,0
35,1,3,4,0,1,1,2,5,2,150.0,1,93.994,-36.4,0
33,7,2,7,0,0,0,2,5,2,792.0,1,93.994,-36.4,0
32,3,3,7,0,1,0,2,5,2,242.0,2,93.994,-36.4,0
30,7,3,4,0,1,0,2,5,2,123.0,1,93.994,-36.4,0
43,1,2,6,0,1,1,2,5,2,161.0,2,93.994,-36.4,0
46,1,2,7,0,0,0,2,5,2,268.0,2,93.994,-36.4,0
35,1,1,4,0,0,1,2,5,2,259.0,2,93.994,-36.4,0
39,1,3,7,0,0,0,2,5,2,424.0,2,93.994,-36.4,0
42,3,2,2,0,0,0,2,5,2,179.0,2,93.994,-36.4,0
57,6,2,7,0,1,0,2,5,2,383.0,1,93.994,-36.4,0
40,10,2,1,0,0,1,2,5,2,195.0,1,93.994,-36.4,0
42,2,2,4,0,0,1,2,5,2,1297.0,3,93.994,-36.4,1
40,10,2,1,0,0,0,2,5,2,217.0,1,93.994,-36.4,0
41,2,2,1,0,0,0,2,5,2,189.0,1,93.994,-36.4,0
41,2,2,1,0,1,1,2,5,2,260.0,1,93.994,-36.4,0
35,1,2,2,0,1,0,2,5,2,179.0,1,93.994,-36.4,0
36,10,2,5,0,0,0,2,5,2,105.0,2,93.994,-36.4,0
23,1,3,7,0,0,0,2,5,2,266.0,3,93.994,-36.4,0
45,4,2,4,0,0,0,2,5,2,352.0,2,93.994,-36.4,0
42,1,2,4,0,0,0,2,5,2,695.0,3,93.994,-36.4,0
41,1,1,4,0,0,0,2,5,2,76.0,4,93.994,-36.4,0
46,5,2,7,0,0,0,2,5,2,310.0,2,93.994,-36.4,0
37,2,2,5,0,0,0,2,5,2,390.0,3,93.994,-36.4,0
30,2,2,1,0,0,0,2,5,2,112.0,2,93.994,-36.4,0
24,10,3,6,0,0,1,2,5,2,140.0,2,93.994,-36.4,0
34,1,3,7,0,0,1,2,5,2,262.0,2,93.994,-36.4,0
59,2,2,1,0,1,0,2,5,2,424.0,2,93.994,-36.4,0
32,10,2,6,0,0,0,2,5,2,1906.0,3,93.994,-36.4,0
33,10,2,6,0,1,0,2,5,2,219.0,2,93.994,-36.4,0
32,1,2,7,0,0,0,2,5,2,135.0,1,93.994,-36.4,0
46,5,2,7,0,0,0,2,5,2,407.0,2,93.994,-36.4,0
57,10,2,6,0,1,0,2,5,2,402.0,4,93.994,-36.4,0
42,10,2,3,0,0,0,2,5,2,209.0,1,93.994,-36.4,0
48,1,2,6,0,1,0,2,5,2,92.0,2,93.994,-36.4,0
34,8,2,4,0,0,0,2,5,2,193.0,1,93.994,-36.4,0
32,1,3,7,0,1,1,2,5,2,65.0,1,93.994,-36.4,0
48,2,2,3,0,0,0,2,5,2,284.0,2,93.994,-36.4,0
47,2,2,3,0,0,0,2,5,2,285.0,1,93.994,-36.4,0
32,1,3,7,0,1,0,2,5,2,278.0,1,93.994,-36.4,0
32,1,3,7,0,0,0,2,5,2,389.0,1,93.994,-36.4,0
36,8,2,4,0,0,0,2,5,2,158.0,1,93.994,-36.4,0
50,8,2,4,0,0,0,2,5,2,87.0,1,93.994,-36.4,0
46,2,2,2,0,1,0,2,5,2,147.0,2,93.994,-36.4,0
